word,nucleus,length
ἐσχατόωσα,4,S
ἐσχατόωσαν,1,S
ἐσχατόωσαν,4,S
ἐτάλασσας,3,S
ἐτέλεσσας,3,S
ἐτήτυμα,2,S
ἐτήτυμα,3,S
ἐτίναχθεν,1,S
ἐτανύσθη,1,S
ἐτράπετ̓,1,S
ἐτόλμα,2,L
ἐτύμοισιν,1,S
ἐτύμοισιν,3,S
ἐυεργεσιάων,5,L
ἐυθημοσύνη,4,S
ἐυκτίμενον,2,S
ἐυμμελίης,3,S
ἐυστέφανον,3,S
ἐυστέφανος,3,S
ἐυστέφανός,3,S
ἐυστεφάνῳ,3,S
ἐφέπουσι,3,S
ἐφέπουσιν,3,S
ἐφίεσαν,1,L
ἐφίεσαν,3,S
ἐφίλησ̓,1,S
ἐφίλησα,3,S
ἐφίλησαν,3,S
ἐφθίαθ̓,1,S
ἐφοπλισόμεσθα,5,S
ἐφορμᾶσθαι,2,L
ἐφράσσαντο,2,S
ἐφόβησας,3,S
ἐφύρῃ,1,S
ἐφύτευσαν,3,S
ἐφώρμησαν,3,S
ἐχάρησαν,1,S
ἐχάρησαν,3,S
ἐχούσας,2,S
ἐχώρησαν,3,S
ἐϊκυῖ̓,1,S
ἐϋκτιμένας,4,L
ἐϋξέστας,3,L
ἐϋπλεκέας,4,S
ἐύπεπλον,1,S
ἐὺ,1,S
ἐὺς,1,S
ἐᾶν,1,L
ἐᾶσαι,1,L
ἐῢν,1,S
ἐῶσιν,2,S
ἑανὸς,1,L
ἑβδομάτῃ,2,S
ἑδριάασθαι,1,S
ἑδριόωνται,1,S
ἑκάστας,2,S
ἑκάτερθ̓,1,S
ἑκάτερθε,1,S
ἑκαστάτω,1,S
ἑκατηβόλον,1,S
ἑκατόμβοἰ,1,S
ἑλίκεσσιν,1,S
ἑλίκεσσιν,3,S
ἑλίκη,1,S
ἑλίξας,2,S
ἑλικωνιάδων,4,S
ἑλικώπιδι,1,S
ἑλικώπιδι,3,S
ἑλικώπιδι,4,S
ἑλικῶνι,3,S
ἑλκήσουσιν,3,S
ἑλκομενάων,3,L
ἑνδεκάτης,2,S
ἑοῖσιν,2,S
ἑπταπύλῳ,1,S
ἑπταπύλῳ,2,S
ἑρσήεντα,3,S
ἑσπερίδες,2,S
ἑσσαμένη,1,S
ἑσταότ̓,1,S
ἑσταότα,3,S
ἑσταότας,3,S
ἑσταότων,1,S
ἑστᾶσ̓,1,S
ἑστᾶσι,2,S
ἑτέροισί,3,S
ἑταίροισιν,3,S
ἑτοιμάσατ̓,2,S
ἑτοιμάσατ̓,3,S
ἑτοιμασσαίατ̓,2,S
ἑὰς,1,L
ἑῇσι,2,S
ἔαρ,1,S
ἔαρος,1,S
ἔασ̓,1,L
ἔασας,2,S
ἔασι,1,L
ἔασκε,1,L
ἔασκεν,1,L
ἔασκες,1,L
ἔβαλ̓,1,S
ἔβαλέν,1,S
ἔβαλλον,1,S
ἔβησαν,2,S
ἔβλαψάς,1,S
ἔβλαψάς,2,S
ἔβλαψε,1,S
ἔβραχε,1,S
ἔβρισαν,2,S
ἔγειραν,2,S
ἔδαψας,2,S
ἔδειμα,2,S
ἔδειμαν,2,S
ἔδειραν,2,S
ἔδεισας,2,S
ἔδοσάν,2,S
ἔδουσι,2,S
ἔδουσιν,2,S
ἔδραμ̓,1,S
ἔδραμε,1,S
ἔδυν,1,L
ἔδυσαν,2,S
ἔδωκαν,2,S
ἔδωκας,2,S
ἔησθα,2,S
ἔθαν̓,1,S
ἔθεσαν,2,S
ἔθηκας,2,S
ἔθλασε,1,S
ἔκαμνεν,1,S
ἔκαμψαν,2,S
ἔκβαλεν,1,S
ἔκβαλλε,1,S
ἔκηα,2,S
ἔκλαγξαν,2,S
ἔκλιναν,2,S
ἔκλινε,1,L
ἔκτα,1,S
ἔκταθεν,1,S
ἔκταν,1,S
ἔκταν̓,1,S
ἔκτυπον,1,S
ἔλαβ̓,1,S
ἔλαθ̓,1,S
ἔλασ̓,1,S
ἔλασαν,2,L
ἔλασσαν,1,S
ἔλασσαν,2,S
ἔλασσε,1,S
ἔλασσεν,1,S
ἔλασσον,1,S
ἔλαχ̓,1,S
ἔλαχε,1,S
ἔλαχεν,1,S
ἔλθωσι,2,S
ἔλιπε,1,S
ἔλλαβ̓,1,S
ἔλλαβεν,1,S
ἔλλοπας,2,S
ἔλσαν,1,S
ἔλυεν,1,L
ἔλυμα,2,S
ἔλυσ̓,1,L
ἔμβαλ̓,1,S
ἔμειναν,2,S
ἔμεινας,2,S
ἔμιχθεν,1,S
ἔναρα,2,S
ἔνδρυον,1,S
ἔνειμαν,2,S
ἔνεσαν,2,S
ἔνηφιν,2,S
ἔνορχα,2,S
ἔνοσίν,2,S
ἔνοσις,2,S
ἔντυνον,1,L
ἔξαγ̓,1,S
ἔξειμι,2,S
ἔξεσσι,2,S
ἔοικας,2,S
ἔοργας,2,S
ἔπειραν,2,S
ἔπεισιν,2,S
ἔπεσιν,2,S
ἔπεσσι,2,S
ἔπεϊ,2,S
ἔπρηξας,2,S
ἔργματι,1,S
ἔργματι,2,S
ἔρεξας,2,S
ἔρεψα,2,S
ἔρεψαν,2,S
ἔριδας,2,L
ἔριζε,1,S
ἔριζεν,1,S
ἔριθοι,1,L
ἔριθος,1,L
ἔριν,1,S
ἔριπ̓,1,S
ἔρις,1,S
ἔρξας,1,L
ἔρριγ̓,1,L
ἔρυμα,2,S
ἔρυξαν,1,L
ἔρυξε,1,L
ἔρυσαν,2,S
ἔρυσσαν,1,S
ἔρυσσαν,2,S
ἔρυτ̓,1,L
ἔσπασεν,1,S
ἔσσυτ̓,1,S
ἔσφαξαν,2,S
ἔσχατα,1,S
ἔσχατα,2,S
ἔτας,1,S
ἔτεα,2,S
ἔτισαν,2,S
ἔτισας,2,S
ἔτλαν,1,S
ἔτραπ̓,1,S
ἔτραπον,1,S
ἔτραφ̓,1,S
ἔτραφεν,1,S
ἔτυμόν,1,S
ἔτῃσι,2,S
ἔφαθ̓,1,S
ἔφαλον,1,S
ἔφανεν,1,S
ἔφαντο,1,S
ἔφασαν,2,S
ἔφατ̓,1,S
ἔφθιτ̓,1,S
ἔφλυε,1,S
ἔχευαν,2,S
ἔχιδνα,2,S
ἔχιδναν,2,S
ἔχοιμι,2,S
ἔχουσαν,2,S
ἔχουσιν,2,S
ἔχωσι,2,S
ἔχωσιν,2,S
ἔωσιν,2,S
ἕαται,1,S
ἕδνα,1,S
ἕκητι,2,S
ἕλικας,2,S
ἕλιξιν,1,S
ἕλιξιν,2,S
ἕλκῃσιν,2,S
ἕλωρα,2,S
ἕλῃσι,2,S
ἕνδεκά,2,S
ἕνεκά,2,S
ἕνεκα,2,S
ἕξουσιν,2,S
ἕποντα,2,S
ἕπουσαν,2,S
ἕπουσιν,2,S
ἕσσαντο,1,S
ἕσσασθαι,1,S
ἕστατον,1,S
ἕστηκας,2,L
ἕταροί,1,S
ἕταῤ,1,S
ἠΰ,1,S
ἠΰν,1,S
ἠΰς,1,S
ἠΰτ̓,1,S
ἠγάγεθ̓,1,S
ἠγάγετ̓,1,S
ἠερίβοια,4,S
ἠεροειδέι,5,S
ἠερόεντα,4,S
ἠερόεντι,4,S
ἠετίωνα,4,S
ἠκόντισαν,3,S
ἠλάσκουσιν,3,S
ἠλήλαντο,2,S
ἠλίβατοι,1,S
ἠλίβατοι,2,S
ἠλεκτρύωνα,4,S
ἠλιβάτοιο,1,S
ἠλιβάτοιο,2,S
ἠλιβάτους,1,S
ἠλιβάτους,2,S
ἠλιβάτῳ,1,S
ἠλιβάτῳ,2,S
ἠλύθομεν,1,S
ἠμάτιος,1,S
ἠμάτιος,2,S
ἠμαθίωνα,4,S
ἠμύει,1,L
ἠνεμόεντα,4,S
ἠνιοπῆα,4,S
ἠπεροπεύσας,4,L
ἠράσατ̓,1,S
ἠράσατ̓,2,S
ἠράσσατο,1,S
ἠρήσαντο,2,S
ἠρείσατο,2,S
ἠριγένεια,1,S
ἠριγένεια,4,S
ἠριδανὸν,2,S
ἠρώησαν,3,S
ἠρᾶθ̓,1,L
ἠρᾶτ̓,1,L
ἠτίμησ̓,1,L
ἠυκόμοιο,1,S
ἠυκόμου,1,S
ἠυκόμους,1,S
ἠχέτα,2,S
ἠχήεσσα,3,S
ἠϊονῆα,4,S
ἠϊόνα,1,S
ἠϊόνα,3,S
ἠόα,2,S
ἠύκομος,1,S
ἠώιος,2,S
ἠὺν,1,S
ἠῢ,1,S
ἠῢς,1,S
ἠῶθι,2,S
ἡβώοντα,3,S
ἡγήσασθαι,2,S
ἡγήσατ̓,2,S
ἡγεμόνα,3,S
ἡγεμόνας,3,S
ἡγησάσθην,2,S
ἡγησάσθω,2,S
ἡδεῖα,2,S
ἡδυέπειαι,1,S
ἡμίθεοι,1,S
ἡμετέροισι,4,S
ἡμιπέλεκκα,4,S
ἡμιόνοισι,1,S
ἡμιόνοισι,4,S
ἡμιόνου,1,S
ἡνί̓,1,S
ἡνιοχῆα,4,S
ἡνιόχεὐ,1,S
ἡρακλέα,3,S
ἡρακλεΐδην,3,S
ἡρακλεΐδης,3,S
ἡρακλῆα,3,S
ἤγαγ̓,1,S
ἤθεα,2,S
ἤθεσι,2,S
ἤισαν,1,S
ἤισαν,2,S
ἤκαχε,1,S
ἤλασ̓,1,S
ἤλασα,1,S
ἤλασα,2,S
ἤλειψαν,2,S
ἤλυθ̓,1,S
ἤματ̓,1,S
ἤματος,1,S
ἤμυνε,1,L
ἤπιον,1,S
ἤπυον,1,S
ἤρατ̓,1,S
ἤρισε,1,S
ἤρτυε,1,S
ἤρυον,1,S
ἤσθιον,1,S
ἤσκησαν,2,S
ἤϊ̓,1,S
ἤϊα,1,S
ἤϊα,2,S
ἤϋσ̓,1,L
ἥατ̓,1,S
ἥρπαξε,1,S
ἥρωι,2,S
ἥτις,1,S
ἰάνασσα,3,S
ἰάνθη,0,S
ἰάχεσκε,0,S
ἰάχεσκε,1,S
ἰήσασθαι,2,S
ἰαπετιονίδη,0,L
ἰαπετιονίδη,5,S
ἰαπετιονίδης,5,S
ἰαπετιονίδῃ,5,S
ἰαπετοῖο,0,L
ἰαπετοῖο,1,S
ἰαχήν,0,S
ἰαχήν,1,S
ἰαωλκὸν,0,S
ἰαωλκὸν,1,S
ἰαωλκὸς,0,S
ἰαωλκὸς,1,S
ἰδ̓,0,S
ἰδαῖ̓,0,L
ἰδμοσύνῃσιν,4,S
ἰδοῦσ̓,0,S
ἰδοῦσα,0,S
ἰδοῦσα,2,S
ἰδυῖά,0,S
ἰδυῖά,2,S
ἰδυῖα,0,S
ἰδυῖα,2,S
ἰδυῖαι,0,S
ἰδυῖαν,2,S
ἰεῖσαι,0,L
ἰητροῖς,0,L
ἰητὴρ,0,L
ἰητῆῤ,0,L
ἰθάκην,0,S
ἰθάκην,1,S
ἰθείας,0,L
ἰθείας,2,L
ἰθείῃσι,0,L
ἰθείῃσι,3,S
ἰθεῖάν,0,L
ἰθεῖάν,2,S
ἰθεῖαν,0,L
ἰθεῖαν,2,S
ἰθυδίκῃσι,4,S
ἰθυνθήτην,0,L
ἰθυνθήτην,1,L
ἰθυπτίωνα,4,S
ἰθύνετε,0,L
ἰθύνετε,1,L
ἰθύνετο,0,L
ἰθύνετο,1,L
ἰθύνοι,0,L
ἰθύνοι,1,L
ἰθύντατα,1,S
ἰθύσῃ,0,L
ἰθύσῃ,1,L
ἰθὺ,0,L
ἰθὺ,1,S
ἰλιονῆα,4,S
ἰλιόθι,3,S
ἰλιόφι,3,S
ἰολάου,2,L
ἰολάῳ,2,L
ἰούσας,2,S
ἰούσῃ,0,S
ἰοῖσίν,2,S
ἰοῦσαν,2,S
ἰσάζουσ̓,0,L
ἰσχανάασκον,1,S
ἰσχανάασκον,2,S
ἰσχανόωσαν,4,S
ἰσχανόωσιν,4,S
ἰσχύι,1,S
ἰσχύι,2,S
ἰτυμονῆα,4,S
ἰφθίμου,1,L
ἰφιάνασσα,4,S
ἰφιδάμαντα,3,L
ἰφιδάμαντι,3,L
ἰφικλῆα,3,S
ἰφιτίωνα,4,S
ἰχθὺν,1,S
ἰχθὺς,1,S
ἰχθῦς,1,S
ἰωκάς,2,S
ἰωχμοῖο,0,L
ἰωὴ,0,S
ἰόλαον,2,L
ἰόλαος,2,L
ἰόνθ̓,0,S
ἰόντ̓,0,S
ἰόντας,2,S
ἰόντι,2,S
ἰὰ,1,S
ἰὸν,0,S
ἰᾶτ̓,0,L
ἱέμεν,0,L
ἱέρειαν,3,S
ἱδρύνθησαν,3,S
ἱδρώοντας,3,S
ἱδρῶτα,2,S
ἱεράων,2,S
ἱερεύσαντες,0,S
ἱεροῖσι,3,S
ἱεροῖσιν,3,S
ἱερὰς,2,S
ἱερῆα,3,S
ἱεῖσαι,0,L
ἱεῖσι,2,S
ἱκέσθ̓,0,S
ἱκέτῃσι,0,S
ἱκέτῃσι,3,S
ἱκετάονά,0,S
ἱκετάονά,2,L
ἱκετάονά,4,S
ἱκεταονίδην,4,S
ἱκοίμεθ̓,0,S
ἱκόμεσθ̓,0,S
ἱκόμεσθα,3,S
ἱλάσκεσθαι,1,S
ἱλάσκηται,0,L
ἱλάσκηται,1,S
ἱλάσκονται,1,S
ἱλάσκοντο,1,S
ἱλάσσεαι,1,S
ἱλασσάμενοι,1,S
ἱμάντα,1,L
ἱμάντας,1,L
ἱμάντεσσι,0,S
ἱμάντεσσι,1,L
ἱμάντεσσι,3,S
ἱμάσσας,0,S
ἱμάσσας,1,S
ἱμάσσας,2,L
ἱμάσσω,1,S
ἱμάσσῃ,1,S
ἱμείρων,0,L
ἱμερόεντα,0,L
ἱμερόεντα,4,S
ἱμερόεντας,0,L
ἱμερόεντας,4,S
ἱμερόεσσα,0,L
ἱμερόεσσα,4,S
ἱμερόεσσαν,0,L
ἱμερόεσσαν,4,S
ἱμᾶσιν,2,S
ἱππάσου,0,L
ἱππήεσσι,3,S
ἱππασίδῃσι,4,S
ἱπποδάμεια,4,S
ἱπποδάμειαν,4,S
ἱπποδάσεια,2,S
ἱπποδάσεια,4,S
ἱπποδασείας,4,L
ἱπποκορυστάς,4,S
ἱπποκορυστὰς,4,S
ἱπποκόωντα,4,S
ἱππόδαμος,2,S
ἱστίαιαν,3,S
ἱστίην,1,S
ἱστίῃ,1,S
ἱσταμένοιο,1,S
ἱσταμένου,1,S
ἱστοβοῆι,4,S
ἴδ̓,0,S
ἴδητ̓,0,S
ἴδμεν,0,S
ἴδμεναι,0,S
ἴδριές,1,S
ἴδωμ̓,0,S
ἴεν,0,S
ἴηλα,2,S
ἴθ̓,0,S
ἴθυνε,0,L
ἴθυνε,1,L
ἴθυσαν,2,S
ἴκελαι,0,S
ἴκελοι,0,S
ἴκρἰ,1,S
ἴμεναι,0,S
ἴρηξ,0,L
ἴρισσιν,1,S
ἴσας,1,S
ἴσασ̓,0,S
ἴσασ̓,1,L
ἴσασι,2,S
ἴσασιν,2,S
ἴσον,0,L
ἴστέ,0,S
ἴστε,0,S
ἴστω,0,S
ἴτ̓,0,S
ἴτον,0,S
ἴτυν,1,S
ἴφθιμα,1,L
ἴφθιμα,2,S
ἴχνἰ,1,S
ἴωσι,2,S
ἴῃσιν,2,S
ἵεντ̓,0,L
ἵεντο,0,L
ἵεσαν,0,L
ἵεσαν,2,S
ἵετ̓,0,L
ἵησι,0,L
ἵησι,2,S
ἵησιν,2,S
ἵκεθ̓,0,S
ἵκετ̓,0,S
ἵκοιτ̓,0,S
ἵλαον,0,L
ἵλαον,1,S
ἵμασ̓,0,S
ἵμασ̓,1,S
ἵν̓,0,S
ἵνά,1,S
ἵξεαι,0,S
ἵξεσθαι,0,S
ἵξετ̓,0,S
ἵξεται,0,S
ἵξομαι,0,S
ἵπποισίν,2,S
ἵππουρις,2,L
ἵστανται,1,S
ἵσταντο,1,S
ἵστασ̓,1,S
ἵστασθ̓,1,S
ἵστατ̓,1,S
ἵστορα,2,S
ἶν̓,0,L
ἶρίν,1,S
ἶσ̓,0,L
ἷκτο,0,S
ἷξε,0,L
ἷξεν,0,L
ἷξον,0,L
ὀίων,1,S
ὀαρίζετον,1,S
ὀαριστύν,3,L
ὀαριστὺς,1,S
ὀβριμοεργός,1,S
ὀβριμοπάτρης,1,S
ὀβριμόθυμον,3,L
ὀγδοάτη,2,S
ὀγδοάτῃ,2,S
ὀδοῦσι,2,S
ὀδοῦσιν,2,S
ὀδυρομένοισιν,1,L
ὀδυρομένοισιν,5,S
ὀδυσσέος,1,S
ὀδυσσαμένοιο,1,S
ὀδυσσεύς,1,S
ὀδυσσεὺς,1,S
ὀδυσσεῦ,1,S
ὀδυσσῆα,1,S
ὀδυσσῆα,3,S
ὀδυσσῆος,1,S
ὀδυσσῆϊ,1,S
ὀδυσῆι,1,S
ὀδυσῆι,3,S
ὀθόνῃσιν,3,S
ὀιζυροῖσιν,2,L
ὀιζυροῖσιν,4,S
ὀιζυρῇ,2,L
ὀιζύος,2,S
ὀιζὺν,2,S
ὀλέκουσιν,3,S
ὀλέσας,2,L
ὀλέσσας,2,L
ὀλίγων,1,S
ὀλίγῳ,1,S
ὀλιζῶνα,3,S
ὀλλύντάς,2,S
ὀλοιῇσι,3,S
ὀλοοσσόνα,4,S
ὀλοφυρομένη,2,L
ὀλοφυρόμεθ̓,2,L
ὀλοὰ,2,S
ὀλύμπιον,2,S
ὀλώιόν,2,S
ὀμφαλόεσσαν,4,S
ὀμόσαιμι,3,S
ὀμόσσας,2,L
ὀνίνησι,3,S
ὀνίνησιν,1,S
ὀνίνησιν,3,S
ὀνείαθ̓,2,S
ὀνείατ̓,2,S
ὀνειδίζειν,2,S
ὀνειδίζων,2,S
ὀξέι,2,S
ὀξείας,2,S
ὀξείῃσι,3,S
ὀξυόεντα,4,S
ὀξύ,1,S
ὀπάζει,1,S
ὀπάζοι,1,S
ὀπάζων,1,S
ὀπάσαι,1,S
ὀπάσσας,1,S
ὀπάσσας,2,S
ὀπάσσατο,1,S
ὀπάσσεαι,1,S
ὀπάσσομεν,1,S
ὀπίσσω,1,S
ὀπαζόμενος,1,S
ὀπιπεύεις,1,L
ὀπιπεύοντ̓,1,L
ὀπιπεύοντα,1,L
ὀπιπεύοντα,4,S
ὀπταλέα,3,S
ὀπωρινὸν,2,L
ὀρέξατ̓,2,S
ὀρίνθη,1,L
ὀρεκτῇσιν,3,S
ὀρεξάσθω,2,S
ὀρεξαμένη,2,S
ὀρθὰς,1,L
ὀρινθείη,1,L
ὀρνίθεσσι,1,L
ὀρνίθεσσι,3,S
ὀρνίθεσσιν,3,S
ὀρνίθων,1,L
ὀρούσας,2,S
ὀρυμαγδὸν,1,S
ὀρφανικοί,1,S
ὀρφανικοί,2,S
ὀρφανὰ,2,S
ὀρχηστύν,2,L
ὀρόθυνεν,2,L
ὀρόθυνον,2,L
ὀτρυντὺν,2,L
ὀτρυντῆϊ,3,S
ὀτρυνώμεθ̓,1,L
ὀτρύνεσκον,1,L
ὀτρύνουσ̓,1,L
ὀτρύνουσιν,1,L
ὀτρύνουσιν,3,S
ὀτρύνῃσι,1,L
ὀτρύνῃσι,3,S
ὀφέλλουσα,3,S
ὀφέλλωσίν,3,S
ὀφίων,1,S
ὀφρῦς,1,S
ὀχθήσας,2,L
ὀχλίσσειαν,3,S
ὀχυρώτατός,3,S
ὀχῆα,2,S
ὀχῆας,2,S
ὀϊζὺν,2,S
ὀϊζὺς,2,S
ὀϊλῆϊ,3,S
ὀϊσθεὶς,1,L
ὁμαρτήσας,3,L
ὁμοίιος,2,S
ὁμοκλήσαντες,3,L
ὁμοκλήσασκέ,3,L
ὁμοῖα,2,S
ὁμόκλα,2,L
ὁμόκλησάν,3,L
ὁμόφρονας,3,S
ὁμὰ,1,S
ὁπλέα,2,S
ὁπλίζοντο,1,S
ὁπλίσαθ̓,1,S
ὁπλίσσατο,1,S
ὁπλοτάτην,2,S
ὁπλότατον,2,S
ὁρμήθησαν,3,S
ὁρμήσωσι,3,S
ὁρμαίνοντα,3,S
ὁρμαίνοντι,3,S
ὁρμηθέντα,3,S
ὁρμηθέντι,3,S
ὁρμᾶτ̓,1,L
ὁρᾶν,1,L
ὁρᾶσθαι,1,L
ὁρῶσι,2,S
ὄβριμ̓,1,S
ὄβριμοι,1,S
ὄζοισιν,2,S
ὄθρυος,1,S
ὄιες,1,S
ὄις,1,S
ὄλβιοι,1,S
ὄλβιος,1,S
ὄλεσσαν,2,S
ὄμματ̓,1,S
ὄναρ,1,S
ὄνησα,2,S
ὄνυχας,1,S
ὄνυχας,2,S
ὄνυχες,1,S
ὄπαζε,1,S
ὄπαζεν,1,S
ὄπασσε,1,S
ὄπασσεν,1,S
ὄπασσον,1,S
ὄπισθ̓,1,S
ὄπισθε,1,S
ὄπισθεν,1,S
ὄπτησάν,2,S
ὄρεξας,2,S
ὄρεσσιν,2,S
ὄρθιος,1,S
ὄρνιθ̓,1,L
ὄρνις,1,L
ὄρνυθ̓,1,S
ὄρνυντο,1,S
ὄρνυσθ̓,1,S
ὄρνυσθε,1,S
ὄρνυτ̓,1,S
ὄρσασ̓,1,L
ὄρσασκεν,1,L
ὄρυξαν,2,S
ὄσσαν,1,S
ὄσσοισι,2,S
ὄσσοισιν,2,S
ὄτρυν̓,1,L
ὄφιν,1,S
ὄφιος,1,S
ὄχεα,2,S
ὄχθησαν,2,S
ὄχθῃσιν,2,S
ὄψίν,1,S
ὄϊες,1,S
ὄϊς,1,S
ὅθί,1,S
ὅμαδός,1,S
ὅρκἰ,1,S
ὅρπηκα,2,S
ὅσσα,1,S
ὅσσοισιν,2,S
ὅστις,1,S
ὅτίς,1,S
ὅτιν̓,1,S
ὅτινας,2,S
ὅτις,1,S
ὑάδας,1,S
ὑάδες,1,S
ὑβριστῇσι,3,S
ὑετοῦ,0,L
ὑλήενθ̓,0,L
ὑλήεντι,0,L
ὑλήεντι,3,S
ὑμέτερόνδ̓,0,L
ὑμετέρου,0,L
ὑμνεῦσι,2,S
ὑμὸν,0,L
ὑπ̓,0,S
ὑπάλυξας,3,S
ὑπέδεισαν,3,S
ὑπέδραμε,2,S
ὑπέλυντο,2,L
ὑπέμειναν,0,S
ὑπέμειναν,3,S
ὑπένερθεν,0,S
ὑπέρειαν,3,S
ὑπέρπτατο,2,S
ὑπέρτατα,0,S
ὑπέρτατα,2,S
ὑπέρτατα,3,S
ὑπέσταν,2,S
ὑπέστρεφε,0,S
ὑπέσχεο,0,S
ὑπήνεικαν,3,S
ὑπαΐξας,3,L
ὑπασπίδια,4,S
ὑπεδέξατο,0,S
ὑπεδέξατο,3,S
ὑπεθήκατο,0,S
ὑπεθήκατο,3,S
ὑπειρέβαλον,0,S
ὑπειρέβαλον,3,S
ὑπεκπροφύγῃ,0,S
ὑπεκπροφύγῃ,3,S
ὑπεναντίοι,3,S
ὑπερήνωρ,0,S
ὑπερήφανα,3,S
ὑπερήφανα,4,S
ὑπερίονά,0,S
ὑπερίονά,2,L
ὑπερίονά,4,S
ὑπερβάλλων,0,S
ὑπερβάλλων,2,S
ὑπερβασίας,0,S
ὑπερβασίας,2,S
ὑπερβασίας,3,S
ὑπερησίην,3,S
ὑπεριονίδαο,5,L
ὑπερκύδαντα,0,S
ὑπερκύδαντα,2,L
ὑπερκύδαντα,4,S
ὑπερμενέα,4,S
ὑπερμενέι,0,S
ὑπερμενέι,4,L
ὑπερμενέος,0,S
ὑπερόπλου,0,S
ὑπερώησαν,4,S
ὑπερῷ̓,0,S
ὑπεχώρησαν,0,S
ὑπεχώρησαν,4,S
ὑποδέξεται,0,S
ὑποδέχθαι,0,S
ὑποδδείσας,0,S
ὑποδδείσας,3,L
ὑποδείσας,0,S
ὑποδείσας,3,L
ὑποδμηθεῖσα,4,S
ὑποθησόμεθ̓,0,S
ὑποκρίναιτο,0,S
ὑποκρίναιτο,2,L
ὑποστρέψωσι,0,S
ὑποστρέψωσι,4,S
ὑποταρτάριοι,0,S
ὑποταρτάριοι,3,S
ὑποταρτάριοι,4,S
ὑποφθὰς,2,L
ὑποχθόνιοι,3,S
ὑπόεικον,0,S
ὑπῆσαν,2,S
ὑρίην,1,S
ὑφ̓,0,S
ὑψίκομοι,1,S
ὑψηλάς,2,L
ὑψηλῇσι,3,S
ὑψηχέας,3,S
ὑψικόμοισι,4,S
ὔμμ̓,0,L
ὔμμε,0,L
ὔμμες,0,L
ὔμμι,0,L
ὔμμιν,0,L
ὕβριες,1,S
ὕβρις,1,S
ὕδει,0,L
ὕει,0,L
ὕλῃ,0,L
ὕοι,0,L
ὕπ̓,0,S
ὕπτιον,1,S
ὕφ̓,0,S
ὠγύγιον,2,S
ὠδύσσατο,1,S
ὠδύσσατο,2,S
ὠκεανίνη,3,L
ὠκεανὸς,2,S
ὠκεῖαν,2,L
ὠκυπέτην,1,S
ὠκυπέτης,1,S
ὠκυπόδεσσι,1,S
ὠκυπόδεσσι,4,S
ὠκυπόροισι,4,S
ὠκύποδας,3,S
ὠλενίη,2,S
ὠλενίης,2,S
ὠμοθέτησαν,4,S
ὠμοφάγοισι,4,S
ὠμοφάγοισιν,4,S
ὠρέξαθ̓,2,S
ὠρίνετο,1,L
ὠρίνθη,1,L
ὠρίωνα,1,L
ὠρίωνα,3,S
ὠρεύουσι,3,S
ὠσάμεθ̓,1,S
ὤνατο,1,S
ὤνησαν,2,S
ὤνησας,2,S
ὤπαζε,1,S
ὤπασεν,1,S
ὤπτησάν,2,S
ὤρεσσι,2,S
ὤρνυτο,1,S
ὤσαντο,1,S
ὤσασθαι,1,S
ὤτρυνον,1,L
ὥρια,1,S
ὥρια,2,S
ὥριον,1,S
ὥριος,1,S
ὦσας,1,S
ᾐσχυμμένος,1,L
ᾔσχυνας,2,S
ᾤμωξαν,2,S
ῥάχιν,1,S
ῥέξαντας,2,S
ῥέξας,1,L
ῥέοντα,2,S
ῥήγνυνται,1,S
ῥήγνυντο,1,S
ῥήγνυσθαι,1,S
ῥήγνυσθε,1,S
ῥήγνυσκε,1,S
ῥήξαντες,1,S
ῥήξαντο,1,S
ῥήξασθαι,1,S
ῥίγησ̓,0,L
ῥίζαν,1,S
ῥίζῃσιν,2,S
ῥίπην,0,L
ῥαδινοῖσιν,0,S
ῥαδινοῖσιν,1,S
ῥαδινοῖσιν,3,S
ῥαιστῆρα,2,S
ῥείαν,1,S
ῥείας,1,L
ῥεκτῆρα,2,S
ῥηΐδἰ,1,S
ῥηΐδἰ,2,S
ῥηίδιον,1,S
ῥηίδιον,2,S
ῥηιδίη,1,S
ῥηιδίη,2,S
ῥηξόμεθα,3,S
ῥινοτόρῳ,0,L
ῥινοῖο,0,L
ῥινοῖσιν,2,S
ῥιπῆς,0,L
ῥοδίον,1,S
ῥοδίος,1,S
ῥοδίων,1,S
ῥοδόπηχυς,3,S
ῥοῇσι,2,S
ῥυσάσθην,1,S
ῥυσόμεθα,0,L
ῥυτὰ,1,S
ῥόδειά,2,S
ῥόπαλ̓,1,S
ῥύατ̓,0,L
ῥύετ̓,0,L
ῥύεταί,0,L
ῥύομ̓,0,L
ῥύτιόν,1,S
ῥῖνάς,1,S
ῥῖνας,1,S
ῥῦσθαι,0,L
