work,tlg,book,n,text,text_clean,source
The Rape of Helen,tlg001,1,115,ἔνθεν ἔχων σύριγγα κατʼ ἤθεα καλὰ νομήων,ἔνθεν ἔχων σύριγγα κατ’ ἤθεα καλὰ νομήων,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,116,Πανὶ καὶ Ἑρμάωνι φίλην ἀνεβάλλετο μολπήν·,Πανὶ καὶ Ἑρμάωνι φίλην ἀνεβάλλετο μολπήν·,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,117,"οὐ κύνες ὠρύοντο καὶ οὐ μυκήσατο ταῦρος,","οὐ κύνες ὠρύοντο καὶ οὐ μυκήσατο ταῦρος,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,118,"μούνη δʼ ἠνεμόεσσα, βοῆς ἀδίδακτος ἐοῦσα,","μούνη δ’ ἠνεμόεσσα, βοῆς ἀδίδακτος ἐοῦσα,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,119,Ἰδαίων ὀρέων ἀντίθροος ἴαχεν Ἠχώ.,Ἰδαίων ὀρέων ἀντίθροος ἴαχεν Ἠχώ.,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,120,"ταῦροι δὲ χλοερῆς κεκορηότες ὑψόθι ποίης,","ταῦροι δὲ χλοερῆς κεκορηότες ὑψόθι ποίης,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,121,κεκλιμένοι βαρύγουνον ἐπʼ ἰσχίον εὐνάζοντο.,κεκλιμένοι βαρύγουνον ἐπ’ ἰσχίον εὐνάζοντο.,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,122,ὣς ὁ μὲν ὑψορόφοιο φυτῶν ὑπένερθε καλύπτρης,ὣς ὁ μὲν ὑψορόφοιο φυτῶν ὑπένερθε καλύπτρης,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,123,τηλόθεν Ἑρμάωνα διάκτορον εἶδε λιγαίνων.,τηλόθεν Ἑρμάωνα διάκτορον εἶδε λιγαίνων.,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,124,"δειμαίνων δʼ ἀνόρουσε, θεῶν δʼ ἀλέεινεν ὀπωπήν·","δειμαίνων δ’ ἀνόρουσε, θεῶν δ’ ἀλέεινεν ὀπωπήν·",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,125,καὶ χορὸν εὐκελάδων δονάκων ἐπὶ φηγὸν ἐρείσας,καὶ χορὸν εὐκελάδων δονάκων ἐπὶ φηγὸν ἐρείσας,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,126,μήπω πολλὰ καμοῦσαν ἑὴν ἀνέκοπτεν ἀοιδήν.,μήπω πολλὰ καμοῦσαν ἑὴν ἀνέκοπτεν ἀοιδήν.,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,127,τοῖα δὲ δειμαίνοντα θέσκελος Ἑρμῆς·,τοῖα δὲ δειμαίνοντα θέσκελος Ἑρμῆς·,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,128,γαῦλον ἀπορρίψας καὶ πώεα καλὰ μεθήσας,γαῦλον ἀπορρίψας καὶ πώεα καλὰ μεθήσας,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,129,δεῦρο θεμιστεύσειας ἐπουρανίῃσι δικάζων·,δεῦρο θεμιστεύσειας ἐπουρανίῃσι δικάζων·,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,130,δεῦρο διακρίνων προφερέστερον εἶδος ὀπωπῆς,δεῦρο διακρίνων προφερέστερον εἶδος ὀπωπῆς,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,131,"φαιδροτέρῃ τόδε μῆλον, ἐπήρατον ἔρνος, ὀπάσσαις.","φαιδροτέρῃ τόδε μῆλον, ἐπήρατον ἔρνος, ὀπάσσαις.",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,132,τοῖον ἀνηΰτησεν· ὁ δʼ ἤπιον ὄμμα τανύσσας,τοῖον ἀνηΰτησεν· ὁ δ’ ἤπιον ὄμμα τανύσσας,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,133,ἦκα διακρίνειν πειρήσατο κάλλος ἑκάστης.,ἦκα διακρίνειν πειρήσατο κάλλος ἑκάστης.,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,134,"δέρκετο μὲν γλαυκῶν βλεφάρων σέλας, ἔδρακε δειρὴν","δέρκετο μὲν γλαυκῶν βλεφάρων σέλας, ἔδρακε δειρὴν",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,135,"χρυσῷ δαιδαλέην, ἐφράσσατο κόσμον ἑκάστης","χρυσῷ δαιδαλέην, ἐφράσσατο κόσμον ἑκάστης",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,136,καὶ πιέρνης μετόπισθε καὶ αὐτῶν ἴχνια ταρσῶν.,καὶ πιέρνης μετόπισθε καὶ αὐτῶν ἴχνια ταρσῶν.,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,137,χειρῶν μειδιόωντα δίκης προπάροιθεν ἑλοῦσα,χειρῶν μειδιόωντα δίκης προπάροιθεν ἑλοῦσα,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,138,τοῖον Ἀλεξάνδρῳ μυθήσατο μῦθον Ἀθήνη·,τοῖον Ἀλεξάνδρῳ μυθήσατο μῦθον Ἀθήνη·,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,139,"δεῦρο, τέκος Πριάμοιο, Διὸς παράκοιτιν ἐάσας","δεῦρο, τέκος Πριάμοιο, Διὸς παράκοιτιν ἐάσας",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,140,καὶ θαλάμων βασίλειαν ἀτιμήσας Ἀφροδίτην,καὶ θαλάμων βασίλειαν ἀτιμήσας Ἀφροδίτην,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,141,ἠνορέης ἐπίκουρον ἐπαινήσειας Ἀθήνην.,ἠνορέης ἐπίκουρον ἐπαινήσειας Ἀθήνην.,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,142,φασί σε κοιρανέειν καὶ Τρώιον ἄστυ φυλάσσειν·,φασί σε κοιρανέειν καὶ Τρώιον ἄστυ φυλάσσειν·,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,143,"δεῦρό σε τειρομένοισι σαόπτολιν ἀνδράσι θήσω,","δεῦρό σε τειρομένοισι σαόπτολιν ἀνδράσι θήσω,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,144,μή ποτέ σοι βαρύμηνις ἐπιβρίσειεν Ἐνυώ.,μή ποτέ σοι βαρύμηνις ἐπιβρίσειεν Ἐνυώ.,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,145,"πείθεο, καὶ πολέμους τε καὶ ἠνορέην σε διδάξω.","πείθεο, καὶ πολέμους τε καὶ ἠνορέην σε διδάξω.",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,146,ὣς ἡ μὲν πολύμητις ἀνηΰτησεν Ἀθήνη.,ὣς ἡ μὲν πολύμητις ἀνηΰτησεν Ἀθήνη.,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,147,τοῖα δʼ ὑποβλήδην λευκώλενος ἔννεπεν Ἥρη·,τοῖα δ’ ὑποβλήδην λευκώλενος ἔννεπεν Ἥρη·,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,148,"εἴ με διακρίνων προφερέστερον ἔρνος ὀπάσσῃς,","εἴ με διακρίνων προφερέστερον ἔρνος ὀπάσσῃς,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,149,πάσης ἡμετέρης Ἀσίης ἡγήτορα θήσω.,πάσης ἡμετέρης Ἀσίης ἡγήτορα θήσω.,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,150,ἔργα μόθων ἀθέριζε· τί γὰρ πολέμων βασιλῆι;,ἔργα μόθων ἀθέριζε· τί γὰρ πολέμων βασιλῆι;,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,151,κοίρανος ἰφθίμοισι καὶ ἀπτολέμοισι κελεύει.,κοίρανος ἰφθίμοισι καὶ ἀπτολέμοισι κελεύει.,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,152,οὐκ αἰεὶ θεράποντες ἀριστεύουσιν Ἀθήνης·,οὐκ αἰεὶ θεράποντες ἀριστεύουσιν Ἀθήνης·,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,153,ὠκύμοροι θνῄσκουσιν ὑποδρηστῆρες Ἐνυοῦς.,ὠκύμοροι θνῄσκουσιν ὑποδρηστῆρες Ἐνυοῦς.,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,154,τοίην κοιρανίην πρωτόθρονος ὤπασεν Ἥρη.,τοίην κοιρανίην πρωτόθρονος ὤπασεν Ἥρη.,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,155,"ἡ δʼ ἑανὸν βαθύκολπον, ἐς ἠέρα γυμνώσασα","ἡ δ’ ἑανὸν βαθύκολπον, ἐς ἠέρα γυμνώσασα",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,156,"κόλπον, ἀνῃώρησε καὶ οὐκ ᾐδέσσατο Κύπρις.","κόλπον, ἀνῃώρησε καὶ οὐκ ᾐδέσσατο Κύπρις.",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,157,χειρὶ δʼ ἐλαφρίζουσα μελίφρονα δεσμὸν ἐρώτων,χειρὶ δ’ ἐλαφρίζουσα μελίφρονα δεσμὸν ἐρώτων,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,158,στῆθος ἅπαν γύμνωσε καὶ οὐκ ἐμνήσατο μαζῶν.,στῆθος ἅπαν γύμνωσε καὶ οὐκ ἐμνήσατο μαζῶν.,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,159,τοῖα δὲ μειδιόωσα προσέννεπε μηλοβοτῆρα·,τοῖα δὲ μειδιόωσα προσέννεπε μηλοβοτῆρα·,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,160,"δέξό με καὶ πολέμων ἐπιλήθεο, δέχνυσο μορφὴν","δέξό με καὶ πολέμων ἐπιλήθεο, δέχνυσο μορφὴν",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,161,ἡμετέρην καὶ σκῆπτρα καὶ Ἀσίδα κάλλιπε γαῖαν.,ἡμετέρην καὶ σκῆπτρα καὶ Ἀσίδα κάλλιπε γαῖαν.,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,162,ἔργα μόθων οὐκ οἶδα· τί γὰρ σακέων Ἀφροδίτῃ;,ἔργα μόθων οὐκ οἶδα· τί γὰρ σακέων Ἀφροδίτῃ;,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,163,ἀγλαΐῃ πολὺ μᾶλλον ἀριστεύουσι γυναῖκες.,ἀγλαΐῃ πολὺ μᾶλλον ἀριστεύουσι γυναῖκες.,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,164,"ἀντὶ μὲν ἠνορέης ἐρατὴν παράκοιτιν ὀπάσσω,","ἀντὶ μὲν ἠνορέης ἐρατὴν παράκοιτιν ὀπάσσω,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,165,ἀντὶ δὲ κοιρανίης Ἑλένης ἐπιβήσεο λέκτρων·,ἀντὶ δὲ κοιρανίης Ἑλένης ἐπιβήσεο λέκτρων·,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,166,νυμφίον ἀθρήσει σε μετὰ Τροίην Λακεδαίμων,νυμφίον ἀθρήσει σε μετὰ Τροίην Λακεδαίμων,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,167,"οὔπω μῦθος ἔληγεν, ὁ δʼ ἀγλαὸν ὤπασε μῆλον,","οὔπω μῦθος ἔληγεν, ὁ δ’ ἀγλαὸν ὤπασε μῆλον,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,168,"ἀγλαΐης ἀνάθημα, μέγα κτέρας Ἀφρογενείῃ,","ἀγλαΐης ἀνάθημα, μέγα κτέρας Ἀφρογενείῃ,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,169,"φυταλιὴν πολέμοιο, κακὴν πολέμοιο γενέθλην.","φυταλιὴν πολέμοιο, κακὴν πολέμοιο γενέθλην.",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,170,χειρὶ δὲ μῆλον ἔχουσα τόσην ἀνενείκατο φωνὴν,χειρὶ δὲ μῆλον ἔχουσα τόσην ἀνενείκατο φωνὴν,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,171,Ἥρην κερτομέουσα καὶ ἀντιάνειραν Ἀθήνην·,Ἥρην κερτομέουσα καὶ ἀντιάνειραν Ἀθήνην·,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,172,"εἴξατέ μοι πολέμοιο συνήθεες, εἴξατε νίκης.","εἴξατέ μοι πολέμοιο συνήθεες, εἴξατε νίκης.",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,173,"ἀγλαΐην ἐφίλησα, καὶ ἀγλαΐη με διώκει.","ἀγλαΐην ἐφίλησα, καὶ ἀγλαΐη με διώκει.",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,174,"φασί σε, μῆτερ Ἄρηος, ὑπʼ ὠδίνεσσιν ἀέξειν","φασί σε, μῆτερ Ἄρηος, ὑπ’ ὠδίνεσσιν ἀέξειν",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,175,ἠυκόμων Χαρίτων ἱερὸν χορόν· ἀλλά σε πᾶσαι,ἠυκόμων Χαρίτων ἱερὸν χορόν· ἀλλά σε πᾶσαι,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,176,"σήμερον ἠρνήσαντο, καὶ οὐ μίαν εὗρες ἀρωγόν.","σήμερον ἠρνήσαντο, καὶ οὐ μίαν εὗρες ἀρωγόν.",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,177,οὐ σακέων βασίλεια καὶ οὐ πυρός ἐσσι τιθήνη·,οὐ σακέων βασίλεια καὶ οὐ πυρός ἐσσι τιθήνη·,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,178,"οὔ σοι Ἄρης ἐπάρηξε, καὶ εἰ δορὶ μαίνεται Ἄρης,","οὔ σοι Ἄρης ἐπάρηξε, καὶ εἰ δορὶ μαίνεται Ἄρης,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,179,"οὐ φλόγες Ἡφαίστοιο, καὶ εἰ φλογὸς ἆσθμα λοχεύει.","οὐ φλόγες Ἡφαίστοιο, καὶ εἰ φλογὸς ἆσθμα λοχεύει.",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,180,"οἶα δὲ κυδιάεις ἀνεμώλιος, Ἀτρυτώνη,","οἶα δὲ κυδιάεις ἀνεμώλιος, Ἀτρυτώνη,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,181,"ἣν γάμος οὐκ ἔσπειρε καὶ οὐ μαιώσατο μήτηρ,","ἣν γάμος οὐκ ἔσπειρε καὶ οὐ μαιώσατο μήτηρ,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,182,ἀλλὰ σιδηρείη σε τομὴ καὶ ῥίζα σιδήρου,ἀλλὰ σιδηρείη σε τομὴ καὶ ῥίζα σιδήρου,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,183,πατρῴων ἀλόχευτον ἀνεβλάστησε καρήνων.,πατρῴων ἀλόχευτον ἀνεβλάστησε καρήνων.,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,184,οἶα δὲ χαλκείοισι καλυψαμένη χρόα πέπλοις,οἶα δὲ χαλκείοισι καλυψαμένη χρόα πέπλοις,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,185,"καὶ φεύγεις φιλότητα καὶ Ἄρεος ἔργα διώκεις,","καὶ φεύγεις φιλότητα καὶ Ἄρεος ἔργα διώκεις,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,186,"ἁρμονίης ἀδίδακτος, ὁμοφροσύνης ἀδαήμων.","ἁρμονίης ἀδίδακτος, ὁμοφροσύνης ἀδαήμων.",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,187,"ἀγνώσσεις, ὅτι μᾶλλον ἀνάλκιδές εἰσιν Ἀθῆναι","ἀγνώσσεις, ὅτι μᾶλλον ἀνάλκιδές εἰσιν Ἀθῆναι",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,188,"τοῖαι, κυδαλίμοισιν ἀγαλλόμεναι πολέμοισι,","τοῖαι, κυδαλίμοισιν ἀγαλλόμεναι πολέμοισι,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,189,κεκριμένων μελέων οὔτʼ ἄρσενες οὔτε γυναῖκες;,κεκριμένων μελέων οὔτ’ ἄρσενες οὔτε γυναῖκες;,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,190,"τοῖον ἐφυβρίζουσα προσέννεπε Κύπρις Ἀθήνην,","τοῖον ἐφυβρίζουσα προσέννεπε Κύπρις Ἀθήνην,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,191,ὣς ἡ μὲν πτολίπορθον ἀέθλιον ἔλλαχε μορφῆς,ὣς ἡ μὲν πτολίπορθον ἀέθλιον ἔλλαχε μορφῆς,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,192,Ἥρην ἐξελάσασα καὶ ἀσχαλόωσαν Ἀθήνην·,Ἥρην ἐξελάσασα καὶ ἀσχαλόωσαν Ἀθήνην·,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,193,"ἱμείρων δʼ ὑπʼ ἔρωτι καὶ ἣν οὐκ εἶδε διώκων,","ἱμείρων δ’ ὑπ’ ἔρωτι καὶ ἣν οὐκ εἶδε διώκων,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,194,Δύσπαρις ἀθροίσας ἐπὶ δάσκιον ἤγαγεν ὕλην,Δύσπαρις ἀθροίσας ἐπὶ δάσκιον ἤγαγεν ὕλην,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,195,ἀνέρας ἐργοπόνοιο δαήμονας Ἀτρυτώνης.,ἀνέρας ἐργοπόνοιο δαήμονας Ἀτρυτώνης.,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,196,ἔνθα πολυπρέμνοιο δαϊζόμεναι δρύες Ἴδης,ἔνθα πολυπρέμνοιο δαϊζόμεναι δρύες Ἴδης,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,197,"ἤριπον ἀρχεκάκοιο περιφροσύνῃσι Φερέκλου,","ἤριπον ἀρχεκάκοιο περιφροσύνῃσι Φερέκλου,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,198,ὅς τότε μαργαίνοντι χαριζόμενος βασιλῆι,ὅς τότε μαργαίνοντι χαριζόμενος βασιλῆι,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,199,νῆας Ἀλεξάνδρῳ δρυτόμῳ τεκτήνατο χαλκῷ.,νῆας Ἀλεξάνδρῳ δρυτόμῳ τεκτήνατο χαλκῷ.,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,200,"αὐτῆμαρ προβέβουλε καὶ αὐτῆμαρ κάμε νῆας,","αὐτῆμαρ προβέβουλε καὶ αὐτῆμαρ κάμε νῆας,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,201,νῆας δʼ οὐκ ἐνόησε καὶ οὐκ ἤσκησεν Ἀθήνη.,νῆας δ’ οὐκ ἐνόησε καὶ οὐκ ἤσκησεν Ἀθήνη.,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,202,ἄρτι μὲν Ἰδαίων ὀρέων ἠλλάξατο πόντον,ἄρτι μὲν Ἰδαίων ὀρέων ἠλλάξατο πόντον,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,203,καὶ λεχέων ἐπίκουρον ἐφεσπομένην Ἀφροδίτην,καὶ λεχέων ἐπίκουρον ἐφεσπομένην Ἀφροδίτην,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,204,πολλάκις ἀκταίοισιν ἱλασσάμενος θυέεσσιν,πολλάκις ἀκταίοισιν ἱλασσάμενος θυέεσσιν,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,205,"ἔπλεεν Ἑλλήσποντον ἐπʼ εὐρέα νῶτα θαλάσσης,","ἔπλεεν Ἑλλήσποντον ἐπ’ εὐρέα νῶτα θαλάσσης,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,206,τῷ δὲ πολυτλήτων σημήια φαίνετο μόχθων.,τῷ δὲ πολυτλήτων σημήια φαίνετο μόχθων.,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,207,κυανέη μὲν ὕπερθεν ἀναθρώσκουσα θάλασσα,κυανέη μὲν ὕπερθεν ἀναθρώσκουσα θάλασσα,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,208,οὐρανὸν ὀρφναίων ἑλίκων ἐζώσατο δεσμῷ,οὐρανὸν ὀρφναίων ἑλίκων ἐζώσατο δεσμῷ,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,209,"εἶθαρ ἀμιχθαλόεντος ἀπʼ ἠέρος ὄμβρον ἱεῖσα,","εἶθαρ ἀμιχθαλόεντος ἀπ’ ἠέρος ὄμβρον ἱεῖσα,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,210,ἐκλύσθη δέ τε πόντος ἐρεσσομένων ἐρετάων.,ἐκλύσθη δέ τε πόντος ἐρεσσομένων ἐρετάων.,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,211,τόφρα δὲ Δαρδανίην καὶ Τρώιον οὖδας ἀμείψας,τόφρα δὲ Δαρδανίην καὶ Τρώιον οὖδας ἀμείψας,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,212,"Ἰσμαρίδος μεθέηκε παραπλώων στόμα λίμνης,","Ἰσμαρίδος μεθέηκε παραπλώων στόμα λίμνης,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,213,αἶψα δὲ Θρηικίοιο μετʼ οὔρεα Παγγαίοιο,αἶψα δὲ Θρηικίοιο μετ’ οὔρεα Παγγαίοιο,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,214,Φυλλίδος ἀντέλλοντα φιλήνορος ἔδρακε τύμβον,Φυλλίδος ἀντέλλοντα φιλήνορος ἔδρακε τύμβον,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,215,"καὶ δρόμον ἐννεάκυκλον ἀλήμονος εἶδε κελεύθου,","καὶ δρόμον ἐννεάκυκλον ἀλήμονος εἶδε κελεύθου,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,216,"ἔνθα διαστείχουσα κινύρεο, Φυλλίς, ἀκοίτην","ἔνθα διαστείχουσα κινύρεο, Φυλλίς, ἀκοίτην",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,217,"δεχνυμένη παλίνορσον ἀπήμονα Δημοφόωντα,","δεχνυμένη παλίνορσον ἀπήμονα Δημοφόωντα,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,218,ὁππότε νοστήσειεν Ἀθηναίης ἀπὸ δήμων.,ὁππότε νοστήσειεν Ἀθηναίης ἀπὸ δήμων.,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,219,τῷ δὲ βαθυκλήροιο διὰ χθονὸς Αἱμονιήων,τῷ δὲ βαθυκλήροιο διὰ χθονὸς Αἱμονιήων,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,220,"ἐξαπίνης ἀνέτελλεν Ἀχαιίδος ἄνθεα γαίης,","ἐξαπίνης ἀνέτελλεν Ἀχαιίδος ἄνθεα γαίης,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,221,Φθίη βωτιάνειρα καὶ εὐρυάγυια Μυκήνη.,Φθίη βωτιάνειρα καὶ εὐρυάγυια Μυκήνη.,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,222,ἔνθεν ἀνερχομένοιο παρʼ εἰαμενὰς Ἐρυμάνθου,ἔνθεν ἀνερχομένοιο παρ’ εἰαμενὰς Ἐρυμάνθου,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,223,"Σπάρτην καλλιγύναικα, φίλην πόλιν Ἀτρείωνος,","Σπάρτην καλλιγύναικα, φίλην πόλιν Ἀτρείωνος,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,224,κεκλιμένην ἐνόησεν ἐπʼ Εὐρώταο ῥεέθροις.,κεκλιμένην ἐνόησεν ἐπ’ Εὐρώταο ῥεέθροις.,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,225,ἄγχι δὲ ναιομένην ὑπὸ δάσκιον οὔρεος ὕλην,ἄγχι δὲ ναιομένην ὑπὸ δάσκιον οὔρεος ὕλην,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,226,γείτονα παπταίνων ἐρατὴν θηεῖτο Θεράπνην.,γείτονα παπταίνων ἐρατὴν θηεῖτο Θεράπνην.,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,227,"οὔπω κεῖθεν ἔην δολιχὸς πλόος, οὐδέ γαλήνης","οὔπω κεῖθεν ἔην δολιχὸς πλόος, οὐδέ γαλήνης",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,228,"δηρὸν ἐρεσσομένων ἠκούετο δοῦπος ἐρετμῶν,","δηρὸν ἐρεσσομένων ἠκούετο δοῦπος ἐρετμῶν,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,229,καὶ χθονὸς εὐκόλποισιν ἐπʼ ἠιόνεσσι βαλόντες,καὶ χθονὸς εὐκόλποισιν ἐπ’ ἠιόνεσσι βαλόντες,tlg4081.tlg001.perseus-grc2.xml
