work,tlg,book,n,text,text_clean,source
The Rape of Helen,tlg001,1,230,"πείσματα νηὸς ἔδησαν, ὅσοις ἁλὸς ἔργα μεμήλει.","πείσματα νηὸς ἔδησαν, ὅσοις ἁλὸς ἔργα μεμήλει.",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,231,αὐτὰρ ὁ χιονέοιο λοεσσάμενος ποταμοῖο,αὐτὰρ ὁ χιονέοιο λοεσσάμενος ποταμοῖο,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,232,"ᾤχετο φειδομένοισιν ἐπʼ ἴχνεσιν ἴχνος ἐρείδων,","ᾤχετο φειδομένοισιν ἐπ’ ἴχνεσιν ἴχνος ἐρείδων,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,233,"μὴ πόδες ἱμερόεντες ὑποχραίνοιντο κονίης,","μὴ πόδες ἱμερόεντες ὑποχραίνοιντο κονίης,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,234,μὴ πλοκάμων κυνέῃσιν ἐπιβρίσαντες ἐθείρας,μὴ πλοκάμων κυνέῃσιν ἐπιβρίσαντες ἐθείρας,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,235,ὀξύτερον σπεύδοντος ἀναστέλλοιεν ἀῆται.,ὀξύτερον σπεύδοντος ἀναστέλλοιεν ἀῆται.,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,236,ἄρτι μὲν αἰπύδμητα φιλοξείνων ναετήρων,ἄρτι μὲν αἰπύδμητα φιλοξείνων ναετήρων,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,237,δώματα παπταίνων καὶ γείτονας ἐγγύθι νηοὺς,δώματα παπταίνων καὶ γείτονας ἐγγύθι νηοὺς,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,238,"ἄστεος ἀγλαΐην διεμέτρεεν, ἔνθα μὲν αὐτῆς","ἄστεος ἀγλαΐην διεμέτρεεν, ἔνθα μὲν αὐτῆς",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,239,"χρύσεον ἐνδαπίης θηεύμενος εἶδος Ἀθήνης,","χρύσεον ἐνδαπίης θηεύμενος εἶδος Ἀθήνης,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,240,ἔνθα δὲ Καρνείοιο φίλον κτέρας Ἀπόλλωνος,ἔνθα δὲ Καρνείοιο φίλον κτέρας Ἀπόλλωνος,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,241,"οἶκον Ἀμυκλαίοιο παραγνάμψας Ὑακίνθου,","οἶκον Ἀμυκλαίοιο παραγνάμψας Ὑακίνθου,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,242,ὅν ποτε κουρίζοντα σὺν Ἀπόλλωνι νοήσας,ὅν ποτε κουρίζοντα σὺν Ἀπόλλωνι νοήσας,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,243,"δῆμος Ἀμυκλαίων ἠγάσσατο, μὴ Διὶ Λητὼ","δῆμος Ἀμυκλαίων ἠγάσσατο, μὴ Διὶ Λητὼ",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,244,κυσαμένη καὶ τοῦτον ἀνήγαγεν· αὐτὰρ Ἀπόλλων,κυσαμένη καὶ τοῦτον ἀνήγαγεν· αὐτὰρ Ἀπόλλων,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,245,οὐκ ἐκάη Ζεφύρῳ ζηλήμονι παῖδα φυλάσσων.,οὐκ ἐκάη Ζεφύρῳ ζηλήμονι παῖδα φυλάσσων.,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,246,γαῖα δὲ δακρύσαντι χαριζομένη βασιλῆι,γαῖα δὲ δακρύσαντι χαριζομένη βασιλῆι,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,247,"ἄνθος ἀνηέξησε, παραίφασιν Ἀπόλλωνος,","ἄνθος ἀνηέξησε, παραίφασιν Ἀπόλλωνος,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,248,ἄνθος ἀριζήλοιο φερώνυμον ἡβητῆρος.,ἄνθος ἀριζήλοιο φερώνυμον ἡβητῆρος.,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,249,ἤδη δʼ ἀγχιδόμοισιν ἐπʼ Ἀτρείδαο μελάθροις,ἤδη δ’ ἀγχιδόμοισιν ἐπ’ Ἀτρείδαο μελάθροις,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,250,ἵστατο θεσπεσίῃσιν ἀγαλλόμενος χαρίτεσσιν.,ἵστατο θεσπεσίῃσιν ἀγαλλόμενος χαρίτεσσιν.,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,251,οὐ Διὶ τοῖον ἔτικτεν ἐπήρατον υἷα Θυώνη·,οὐ Διὶ τοῖον ἔτικτεν ἐπήρατον υἷα Θυώνη·,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,252,"ἱλήκοις, Διόνυσε· καὶ εἰ Διός ἐσσι γενέθλης,","ἱλήκοις, Διόνυσε· καὶ εἰ Διός ἐσσι γενέθλης,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,253,καλὸς ἔην καὶ καὶ κεῖνος ἐπʼ ἀγλαΐῃσι προσώπων.,καλὸς ἔην καὶ καὶ κεῖνος ἐπ’ ἀγλαΐῃσι προσώπων.,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,254,ἡ δὲ φιλοξείνων θαλάμων κληῖδας ἀνεῖσα,ἡ δὲ φιλοξείνων θαλάμων κληῖδας ἀνεῖσα,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,255,ἐξαπίνης Ἑλένη μετεκίαθε δώματος αὐλὴν,ἐξαπίνης Ἑλένη μετεκίαθε δώματος αὐλὴν,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,256,καὶ θαλερῶν προπάροιθεν ὀπιπεύουσα θυράων,καὶ θαλερῶν προπάροιθεν ὀπιπεύουσα θυράων,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,257,"ὡς ἴδεν, ὣς ἐκάλεσσε καὶ ἐς μυχὸν ἤγαγεν οἴκου","ὡς ἴδεν, ὣς ἐκάλεσσε καὶ ἐς μυχὸν ἤγαγεν οἴκου",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,258,καί μιν ἐφεδρήσσειν νεοπηγέος ὑψόθεν ἕδρης,καί μιν ἐφεδρήσσειν νεοπηγέος ὑψόθεν ἕδρης,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,259,ἀργυρέης ἐπέτελλε· κόρον δʼ οὐκ εἶχεν ὀπωπῆς,ἀργυρέης ἐπέτελλε· κόρον δ’ οὐκ εἶχεν ὀπωπῆς,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,260,ἄλλοτε δὴ χρύσειον ὀισαμένη Κυθερείης,ἄλλοτε δὴ χρύσειον ὀισαμένη Κυθερείης,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,261,"κοῦρον ὀπιπεύειν θαλαμηπόλον—ὀψὲ δʼ ἀνέγνω,","κοῦρον ὀπιπεύειν θαλαμηπόλον—ὀψὲ δ’ ἀνέγνω,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,262,ὡς οὐκ ἔστιν Ἔρως· βελέων δʼ οὐκ εἶδε φαρέτρην—,ὡς οὐκ ἔστιν Ἔρως· βελέων δ’ οὐκ εἶδε φαρέτρην—,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,263,πολλάκι δʼ ἀγλαΐῃσιν ἐυγλήνοισι προσώπων,πολλάκι δ’ ἀγλαΐῃσιν ἐυγλήνοισι προσώπων,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,264,παπταίνειν ἐδόκευε τὸν ἡμερίδων βασιλῆα·,παπταίνειν ἐδόκευε τὸν ἡμερίδων βασιλῆα·,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,265,ἀλλʼ οὐχ ἡμερίδων θαλερὴν ἐδόκευεν ὀπώρην,ἀλλ’ οὐχ ἡμερίδων θαλερὴν ἐδόκευεν ὀπώρην,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,266,πεπταμένην χαρίεντος ἐπὶ ξυνοχῇσι καρήνου.,πεπταμένην χαρίεντος ἐπὶ ξυνοχῇσι καρήνου.,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,267,ὀψὲ δὲ θαμβήσασα τόσην ἀνενείκατο φωνήν·,ὀψὲ δὲ θαμβήσασα τόσην ἀνενείκατο φωνήν·,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,268,"ξεῖνε, πόθεν τελέθεις; ἐρατὸν γένος εἰπὲ καὶ ἡμῖν.","ξεῖνε, πόθεν τελέθεις; ἐρατὸν γένος εἰπὲ καὶ ἡμῖν.",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,269,"ἀγλαΐην μὲν ἔοικας ἀριζήλῳ βασιλῆι,","ἀγλαΐην μὲν ἔοικας ἀριζήλῳ βασιλῆι,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,270,ἀλλὰ τεὴν οὐκ οἶδα παρʼ Ἀργείοισι γενέθλην.,ἀλλὰ τεὴν οὐκ οἶδα παρ’ Ἀργείοισι γενέθλην.,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,271,πᾶσαν Δευκαλίωνος ἀμύμονος οἶδα γενέθλην·,πᾶσαν Δευκαλίωνος ἀμύμονος οἶδα γενέθλην·,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,272,"οὐ Πύλον ἠμαθόεσσαν ἔχεις, Νηλήιον οὖδας,","οὐ Πύλον ἠμαθόεσσαν ἔχεις, Νηλήιον οὖδας,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,273,"—Ἀντίλοχον δεδάηκα, τεὴν δʼ οὐκ εἶδον ὀπωπὴν","—Ἀντίλοχον δεδάηκα, τεὴν δ’ οὐκ εἶδον ὀπωπὴν",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,274,"οὐ Φθίην χαρίεσσαν, ἀριστήων τροφὸν ἀνδρῶν·","οὐ Φθίην χαρίεσσαν, ἀριστήων τροφὸν ἀνδρῶν·",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,275,"οἶδα περικλήιστον ὅλον γένος Αἰακιδάων,","οἶδα περικλήιστον ὅλον γένος Αἰακιδάων,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,276,"ἀγλαΐην Πηλῆος, ἐυκλείην Τελαμῶνος,","ἀγλαΐην Πηλῆος, ἐυκλείην Τελαμῶνος,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,277,ἤθεα Πατρόκλοιο καὶ ἠνορέην Ἀχιλῆος.,ἤθεα Πατρόκλοιο καὶ ἠνορέην Ἀχιλῆος.,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,278,τοῖα Πάριν ποθέουσα λιγύθροος ἔννεπε νύμφη·,τοῖα Πάριν ποθέουσα λιγύθροος ἔννεπε νύμφη·,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,279,αὐτὰρ ὁ μειλιχίην ἠμείβετο γῆρυν ἀνοίξας·,αὐτὰρ ὁ μειλιχίην ἠμείβετο γῆρυν ἀνοίξας·,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,280,"εἴ τινά που Φρυγίης ἐνὶ πείρασι γαῖαν ἀκούεις,","εἴ τινά που Φρυγίης ἐνὶ πείρασι γαῖαν ἀκούεις,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,281,"Ἴλιον, ἣν πύργωσε Ποσειδάων καὶ Ἀπόλλων·","Ἴλιον, ἣν πύργωσε Ποσειδάων καὶ Ἀπόλλων·",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,282,εἴ τινά που πολύολβον ἐνὶ Τροίῃ βασιλῆα,εἴ τινά που πολύολβον ἐνὶ Τροίῃ βασιλῆα,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,283,ἔκλυες εὐώδινος ἀπὸ Κρονίδαο γενέθλης·,ἔκλυες εὐώδινος ἀπὸ Κρονίδαο γενέθλης·,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,284,ἔνθεν ἀριστεύων ἐμφύλια πάντα διώκω.,ἔνθεν ἀριστεύων ἐμφύλια πάντα διώκω.,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,285,"εἰμί, γύναι, Πριάμοιο πολυχρύσου φίλος υἱός,","εἰμί, γύναι, Πριάμοιο πολυχρύσου φίλος υἱός,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,286,"εἰμὶ δὲ Δαρδανίδης· ὁ δὲ Δάρδανος ἐκ Διὸς ἦεν,","εἰμὶ δὲ Δαρδανίδης· ὁ δὲ Δάρδανος ἐκ Διὸς ἦεν,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,287,ᾧ καὶ ἀπʼ Οὐλύμποιο θεοὶ ξυνήονες ἀνδρῶν,ᾧ καὶ ἀπ’ Οὐλύμποιο θεοὶ ξυνήονες ἀνδρῶν,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,288,πολλάκι θητεύουσι καὶ ἀθάνατοί περ ἐόντες·,πολλάκι θητεύουσι καὶ ἀθάνατοί περ ἐόντες·,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,289,"ὧν ὁ μὲν ἡμετέρης δωμήσατο τείχεα πάτρης,","ὧν ὁ μὲν ἡμετέρης δωμήσατο τείχεα πάτρης,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,290,"τείχεα μαρμαίροντα, Ποσειδάων καὶ Ἀπόλλων.","τείχεα μαρμαίροντα, Ποσειδάων καὶ Ἀπόλλων.",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,291,"αὐτὰρ ἐγώ, βασίλεια, δικασπόλος εἰμὶ θεάων·","αὐτὰρ ἐγώ, βασίλεια, δικασπόλος εἰμὶ θεάων·",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,292,καὶ γὰρ ἀκηχεμένῃσιν ἐπουρανίῃσι δικάζων,καὶ γὰρ ἀκηχεμένῃσιν ἐπουρανίῃσι δικάζων,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,293,"Κύπριδος ἀγλαΐην καὶ ἐπήρατον ᾔνεσα μορφήν,","Κύπριδος ἀγλαΐην καὶ ἐπήρατον ᾔνεσα μορφήν,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,294,"ἡ δὲ περικλήιστον, ἐμῶν ἀντάξιον ἔργων,","ἡ δὲ περικλήιστον, ἐμῶν ἀντάξιον ἔργων,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,295,"νύμφην ἱμερόεσσαν ἐμοὶ κατένευσεν ὀπάσσαι,","νύμφην ἱμερόεσσαν ἐμοὶ κατένευσεν ὀπάσσαι,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,296,"ἣν Ἑλένην ἐνέπουσι, κασιγνήτην Ἀφροδίτης,","ἣν Ἑλένην ἐνέπουσι, κασιγνήτην Ἀφροδίτης,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,297,ἧς ἕνεκεν τέτληκα καὶ οἴδματα τόσσα περῆσαι.,ἧς ἕνεκεν τέτληκα καὶ οἴδματα τόσσα περῆσαι.,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,298,"δεῦρο γάμον κεράσωμεν, ἐπεὶ Κυθέρεια κελεύει·","δεῦρο γάμον κεράσωμεν, ἐπεὶ Κυθέρεια κελεύει·",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,299,"μή με καταισχύνειας, ἐμὴν μὴ Κύπριν ἐλέγξῃς.","μή με καταισχύνειας, ἐμὴν μὴ Κύπριν ἐλέγξῃς.",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,300,οὐκ ἐρέω· τί δὲ τόσσον ἐπισταμένην σε διδάξω;,οὐκ ἐρέω· τί δὲ τόσσον ἐπισταμένην σε διδάξω;,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,301,"οἶσθα γάρ, ὡς Μενέλαος ἀνάλκιδός ἐστι γενέθλης·","οἶσθα γάρ, ὡς Μενέλαος ἀνάλκιδός ἐστι γενέθλης·",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,302,"οὐ τοῖαι γεγάασιν ἐν Ἀργείοισι γυναῖκες,","οὐ τοῖαι γεγάασιν ἐν Ἀργείοισι γυναῖκες,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,303,καὶ γὰρ ἀκιδνοτέροισιν ἀεξόμεναι μελέεσσιν,καὶ γὰρ ἀκιδνοτέροισιν ἀεξόμεναι μελέεσσιν,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,304,"ἀνδρῶν εἶδος ἔχουσι, νόθοι δʼ ἐγένοντο γυναῖκες.","ἀνδρῶν εἶδος ἔχουσι, νόθοι δ’ ἐγένοντο γυναῖκες.",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,305,ἔννεπεν· ἡ δʼ ἐρόεσσαν ἐπὶ χθονὶ πῆξεν ὀπωπὴν,ἔννεπεν· ἡ δ’ ἐρόεσσαν ἐπὶ χθονὶ πῆξεν ὀπωπὴν,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,306,δηρὸν ἀμηχανέουσα καὶ οὐκ ἠμείβετο νύμφη.,δηρὸν ἀμηχανέουσα καὶ οὐκ ἠμείβετο νύμφη.,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,307,ὀψὲ δὲ θαμβήσασα τόσην ἀνενείκατο φωνήν·,ὀψὲ δὲ θαμβήσασα τόσην ἀνενείκατο φωνήν·,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,308,"ἀτρεκέως, ὦ ξεῖνε, τεῆς ποτε πυθμένα πάτρης","ἀτρεκέως, ὦ ξεῖνε, τεῆς ποτε πυθμένα πάτρης",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,309,τὸ πρὶν ἐδωμήσαντο Ποσειδάων καὶ Ἀπόλλων;,τὸ πρὶν ἐδωμήσαντο Ποσειδάων καὶ Ἀπόλλων;,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,310,ἤθελον ἀθανάτων δαιδάλματα κεῖνα νοῆσαι,ἤθελον ἀθανάτων δαιδάλματα κεῖνα νοῆσαι,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,311,"καὶ νομὸν οἰοπόλοιο λιγύπνοον Ἀπόλλωνος,","καὶ νομὸν οἰοπόλοιο λιγύπνοον Ἀπόλλωνος,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,312,ἔνθα θεοδμήτοισι παρὰ προθύροισι πυλάων,ἔνθα θεοδμήτοισι παρὰ προθύροισι πυλάων,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,313,πολλάκις εἰλιπόδεσσιν ἐφέσπετο βουσὶν Ἀπόλλων.,πολλάκις εἰλιπόδεσσιν ἐφέσπετο βουσὶν Ἀπόλλων.,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,314,ἀγρέο νῆν Σπάρτηθεν ἐπὶ Τροίην με κομίζων.,ἀγρέο νῆν Σπάρτηθεν ἐπὶ Τροίην με κομίζων.,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,315,"ἕψομαι, ὡς Κυθέρεια γάμων βασίλεια κελεύει.","ἕψομαι, ὡς Κυθέρεια γάμων βασίλεια κελεύει.",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,316,"οὐ τρομέω Μενέλαον, ὅταν Τροίη με νοήσῃ·","οὐ τρομέω Μενέλαον, ὅταν Τροίη με νοήσῃ·",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,317,τοίην συνθεσίην καλλίσφυρος ἔννεπε νύμφη.,τοίην συνθεσίην καλλίσφυρος ἔννεπε νύμφη.,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,318,"νὺξ δέ, πόνων ἄμπαυμα μετʼ ἠελίοιο κελεύθους,","νὺξ δέ, πόνων ἄμπαυμα μετ’ ἠελίοιο κελεύθους,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,319,"ὕπνον ἐλαφρίζουσα, παρήορον ὤπασεν ἠῶ","ὕπνον ἐλαφρίζουσα, παρήορον ὤπασεν ἠῶ",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,320,"ἀρχομένην· δοιὰς δὲ πύλας ὤιξεν ὀνείρων,","ἀρχομένην· δοιὰς δὲ πύλας ὤιξεν ὀνείρων,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,321,τὴν μὲν ἀληθείης—κεράων ἀπελάμπετο κόσμος—,τὴν μὲν ἀληθείης—κεράων ἀπελάμπετο κόσμος—,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,322,"ἔνθεν ἀναθρῴσκουσι θεῶν νημερτέες ὀμφαί,","ἔνθεν ἀναθρῴσκουσι θεῶν νημερτέες ὀμφαί,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,323,"τὴν δὲ δολοφροσύνης, κενεῶν θρέπτειραν ὀνείρων.","τὴν δὲ δολοφροσύνης, κενεῶν θρέπτειραν ὀνείρων.",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,324,αὐτὰρ ὁ ποντοπόρων Ἑλένην ἐπὶ σέλματα νηῶν,αὐτὰρ ὁ ποντοπόρων Ἑλένην ἐπὶ σέλματα νηῶν,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,325,"ἐκ θαλάμων ἐκόμισσε φιλοξείνου Μενελάου,","ἐκ θαλάμων ἐκόμισσε φιλοξείνου Μενελάου,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,326,κυδιόων δʼ ὑπέροπλον ὑποσχεσίῃ Κυθερείης,κυδιόων δ’ ὑπέροπλον ὑποσχεσίῃ Κυθερείης,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,327,φόρτον ἄγων ἔσπευδεν ἐς Ἴλιον ἰωχμοῖο.,φόρτον ἄγων ἔσπευδεν ἐς Ἴλιον ἰωχμοῖο.,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,328,Ἑρμιόνη δʼ ἀνέμοισιν ἀπορρίψασα καλύπτρην,Ἑρμιόνη δ’ ἀνέμοισιν ἀπορρίψασα καλύπτρην,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,329,"ἱσταμένης πολύδακρυς ἀνέστενεν ἠριγενείης,","ἱσταμένης πολύδακρυς ἀνέστενεν ἠριγενείης,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,330,"πολλάκι δʼ ἀμφιπόλους θαλάμων ἔκτοσθε λαβοῦσα,","πολλάκι δ’ ἀμφιπόλους θαλάμων ἔκτοσθε λαβοῦσα,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,331,ὀξύτατον βοόωσα τόσην ἀνενείκατο φωνήν·,ὀξύτατον βοόωσα τόσην ἀνενείκατο φωνήν·,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,332,"παῖδες, πῆ με λιποῦσα πολύστονον ᾤχετο μήτηρ,","παῖδες, πῆ με λιποῦσα πολύστονον ᾤχετο μήτηρ,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,333,ἣ χθιζόν σὺν ἐμοὶ θαλάμων κληῖδας ἑλοῦσα,ἣ χθιζόν σὺν ἐμοὶ θαλάμων κληῖδας ἑλοῦσα,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,334,ἔδραθεν ὑπνώουσα καὶ ἐς μίαν ἤλυθεν εὐνήν;,ἔδραθεν ὑπνώουσα καὶ ἐς μίαν ἤλυθεν εὐνήν;,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,335,"ἔννεπε δακρυχέουσα, συνωδύροντο δὲ παῖδες.","ἔννεπε δακρυχέουσα, συνωδύροντο δὲ παῖδες.",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,336,ἀγρόμεναι δʼ ἑκάτερθεν ἐπὶ προθύροισιν ἐρύκειν,ἀγρόμεναι δ’ ἑκάτερθεν ἐπὶ προθύροισιν ἐρύκειν,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,337,Ἑρμιόνην στενάχουσαν ἐπειρήσαντο γυναῖκες·,Ἑρμιόνην στενάχουσαν ἐπειρήσαντο γυναῖκες·,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,338,"τέκνον ὀδυρομένη, γόον εὔνασον. Ὤιετο μήτηρ,","τέκνον ὀδυρομένη, γόον εὔνασον. Ὤιετο μήτηρ,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,339,νοστήσει παλίνορσος· ἔτι κλαίουσα νοήσεις.,νοστήσει παλίνορσος· ἔτι κλαίουσα νοήσεις.,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,340,"οὐχ ὁράᾳς; γοεραί μὲν ἐπιμύουσιν ὀπωπαί,","οὐχ ὁράᾳς; γοεραί μὲν ἐπιμύουσιν ὀπωπαί,",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,341,πυκνὰ δὲ μυρομένης θαλεραὶ μινύθουσι παρειαί.,πυκνὰ δὲ μυρομένης θαλεραὶ μινύθουσι παρειαί.,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,342,ἦ τάχα νυμφάων ἐς ὁμήγυριν ἀγρομενάων,ἦ τάχα νυμφάων ἐς ὁμήγυριν ἀγρομενάων,tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,343,"ἤλυθεν, ἰθείης δὲ παραπλάζουσα κελεύθου","ἤλυθεν, ἰθείης δὲ παραπλάζουσα κελεύθου",tlg4081.tlg001.perseus-grc2.xml
The Rape of Helen,tlg001,1,344,"ἵσταται ἀσχαλόωσα, καὶ ἐς λειμῶνα μολοῦσα","ἵσταται ἀσχαλόωσα, καὶ ἐς λειμῶνα μολοῦσα",tlg4081.tlg001.perseus-grc2.xml
